gene_id,Cluster
AT1G11185,1
AT3G25730,1
AT1G74460,1
AT5G09480,1
AT1G47130,1
AT1G67865,1
AT3G62950,1
AT2G36120,1
AT3G53980,1
AT5G42680,1
AT1G58360,1
AT4G33666,1
AT5G44460,1
AT1G62400,1
AT5G25620,1
AT1G68400,1
AT5G15150,1
AT1G62420,1
AT5G25810,1
AT1G60830,1
AT2G03875,1
AT5G14330,1
AT4G14130,1
AT4G40010,1
AT2G00800,1
AT5G03860,1
AT5G42330,1
AT4G01310,1
AT5G04230,1
AT1G19150,1
AT2G38480,1
AT1G56150,1
AT2G46640,1
AT2G32765,1
AT5G43700,1
AT1G07373,1
AT5G42780,1
AT1G53690,1
AT3G06145,1
AT2G33350,1
AT3G07130,1
AT5G67070,1
AT5G23170,1
AT1G48600,1
AT1G55380,1
AT3G56970,1
AT4G27590,1
AT3G08590,1
AT1G08090,1
AT5G38540,1
AT5G37590,1
AT2G36090,1
AT3G62460,1
AT4G12480,1
AT3G07980,1
AT5G57220,1
AT1G60470,1
AT4G03205,1
AT3G55450,1
AT1G14970,1
AT3G49550,1
AT1G28710,1
AT5G09300,1
AT4G00130,1
AT4G37400,1
AT5G08135,1
AT1G51850,1
AT1G06207,1
AT4G23000,1
AT1G69830,1
AT1G67180,1
AT1G05035,1
AT1G04467,1
AT5G11870,1
AT2G42260,1
AT5G44063,1
AT1G54773,1
AT2G08580,1
AT5G38000,1
AT4G36670,1
AT1G75350,1
AT1G48350,1
AT1G52220,1
AT5G51545,1
AT1G12090,1
AT4G25890,1
AT4G09040,1
AT2G21650,1
AT4G33865,1
AT4G34555,1
AT4G34760,1
AT3G56020,1
AT4G10300,1
AT5G20630,1
AT4G14342,1
AT3G60245,1
AT5G44710,1
AT5G18690,1
AT5G10390,1
AT3G10610,1
AT3G13437,1
AT5G42200,1
AT2G24762,1
AT1G29520,1
AT2G35605,1
AT2G28410,1
AT2G25060,1
AT2G42740,1
AT5G28500,1
AT3G09050,1
AT2G16850,1
AT1G73177,1
AT3G62530,1
AT5G35920,1
AT2G15090,1
AT4G30500,1
AT4G28310,1
AT1G52830,1
AT4G18610,1
AT3G57157,1
AT1G49475,1
AT5G49410,1
AT4G22620,1
AT1G31760,1
AT5G38980,1
AT2G44745,1
AT5G39530,1
AT1G71970,1
AT4G29905,1
AT3G46780,1
AT1G01250,1
AT5G12050,1
AT2G22000,1
AT4G14480,1
AT4G37925,1
AT3G63140,1
AT4G14548,1
AT3G28040,1
AT2G39730,1
AT5G06000,1
AT3G23290,1
AT5G42060,1
AT2G39470,1
AT1G01580,1
AT4G24510,1
AT4G21930,1
AT2G36885,1
AT2G35760,1
AT1G54040,1
AT1G69160,1
AT1G56430,1
AT1G05503,1
AT5G19730,1
AT5G62165,1
AT2G42800,1
AT4G28500,1
AT4G05110,1
AT5G18930,1
AT5G02690,1
AT5G45760,1
AT3G47675,1
AT1G50970,1
AT2G42270,1
AT1G31600,1
AT5G53010,1
AT3G08065,1
AT2G40850,1
AT1G26240,1
AT5G55390,1
AT5G03640,1
AT5G15537,1
DA397_mgr01,1
AT3G23260,1
AT2G15042,1
AT5G44660,1
AT3G59330,1
AT2G28290,1
AT1G04770,1
AT3G28945,1
AT1G78865,1
AT5G28330,1
AT1G52570,1
AT4G01593,1
AT5G61740,1
AT4G22970,1
AT2G17930,1
AT5G11110,1
ArthCp007,1
AT2G07875,1
AT1G51670,1
AT4G23420,1
AT1G09363,1
AT1G28930,1
AT1G19394,1
AT1G04317,1
AT5G25755,1
AT3G28150,1
AT3G59530,1
AT3G04695,1
AT1G73700,1
AT5G02415,1
AT1G36610,1
AT5G28415,1
ArthCp033,1
AT5G01515,1
AT3G25240,1
AT1G27921,1
AT5G51451,1
AT2G24700,1
ArthCp009,1
AT1G29830,1
AT5G36260,1
ArthCp029,1
AT4G06980,1
ArthCp050,1
AT4G24170,1
AT2G43440,1
AT1G07653,1
AT3G01140,1
AT2G43375,1
AT5G10520,1
AT2G32430,1
AT3G04420,1
AT4G23210,1
AT1G08310,1
AT3G25610,1
AT1G77680,1
AT4G23920,1
AT5G59490,1
AT1G62320,1
AT5G56630,1
AT1G01680,1
AT3G61760,1
AT2G27190,1
AT5G48370,1
AT1G09090,1
AT1G70140,1
AT4G32810,1
AT5G66890,1
AT1G32690,1
AT4G37310,1
AT5G04740,1
AT1G69680,1
AT3G45660,1
AT5G01490,1
AT5G48780,1
AT3G14225,1
AT5G07165,1
AT5G35735,1
AT2G19490,1
AT1G63580,1
AT5G34940,1
AT2G04100,1
AT5G51160,1
AT1G51420,1
AT1G44350,1
AT3G21560,1
AT1G17830,1
AT4G38620,1
AT4G34710,1
AT2G39110,1
AT4G15610,1
AT1G56470,1
AT1G14540,1
AT1G68380,1
AT3G22100,1
AT4G23700,1
AT3G50770,1
AT2G33240,1
AT4G16680,1
AT3G29810,1
AT2G29620,1
AT1G66610,1
AT5G44585,1
AT4G03315,1
AT1G79780,1
AT5G65130,1
AT3G45130,1
AT5G06165,1
AT2G15880,1
AT5G54040,1
AT1G17710,1
AT5G05410,1
AT1G24575,2
AT4G16000,2
AT5G08330,2
AT4G15690,2
AT4G08290,2
AT5G54940,2
AT2G13810,2
AT5G44578,2
AT5G23360,2
AT5G42890,2
AT5G65207,2
AT1G44800,2
AT4G18340,2
AT4G15680,2
AT5G44550,2
AT5G55850,2
AT1G76410,2
AT5G26720,2
AT3G12090,2
AT3G48185,2
AT3G22930,2
AT2G22510,2
AT4G38400,2
AT2G21640,2
AT5G43380,2
AT5G45890,2
AT1G02900,2
AT1G29160,2
AT1G75190,2
AT2G34140,2
AT5G06870,2
AT2G05380,2
AT2G20835,2
AT5G49360,2
AT1G11530,2
AT5G64900,2
AT1G20090,2
AT5G09530,2
AT2G05910,2
AT2G48140,2
AT5G39190,2
AT5G43180,2
AT4G38080,2
AT3G26770,2
AT1G51920,2
AT1G72800,2
AT1G10020,2
AT5G06470,2
AT4G17460,2
AT1G21770,2
AT1G68500,2
AT4G18980,2
AT1G67980,2
AT4G33420,2
AT2G18360,2
AT4G15800,2
AT1G25230,2
AT1G11740,2
AT1G54540,2
AT5G53750,2
AT5G28630,2
AT5G09980,2
AT2G44840,2
AT1G52900,2
AT1G70680,2
AT5G63560,2
AT1G73040,2
AT1G09950,2
AT1G09460,2
AT5G63450,2
AT5G09520,2
AT1G47510,2
AT2G46950,2
AT4G36850,2
AT2G43870,2
AT4G14020,2
AT3G44735,2
AT3G05730,2
AT4G30450,2
AT3G45160,2
AT3G14560,2
AT5G24655,2
AT5G55210,2
AT5G47550,2
AT5G24165,2
AT3G27030,2
AT5G53486,2
AT4G10380,2
AT3G02120,2
AT5G64850,2
AT1G21520,2
AT4G16442,2
AT1G62360,2
AT5G03120,2
AT5G53730,2
AT1G72240,2
AT1G66480,2
AT2G36050,2
AT5G59990,2
AT4G37300,2
AT1G60870,2
AT1G74458,2
AT2G05540,2
AT1G01070,2
AT5G56910,2
AT5G02550,2
AT1G08173,2
AT5G14090,2
AT2G02950,2
AT1G53170,2
AT4G12690,2
AT3G50350,2
AT1G01725,2
AT4G15140,2
AT1G66080,2
AT3G03341,2
AT5G12940,2
AT1G14280,2
AT3G06365,2
AT1G01120,2
AT5G44582,2
AT2G23690,2
AT1G13600,2
AT1G29050,2
AT1G48330,2
AT2G47560,2
AT5G53830,2
AT2G45450,2
AT3G19550,2
AT1G01225,2
AT1G08290,2
AT3G10910,2
AT4G25830,2
AT3G14780,2
AT1G68360,2
AT3G23240,2
AT5G57520,2
AT2G08220,2
AT5G50335,2
AT1G65970,2
AT1G21890,2
AT1G22480,2
AT1G53060,2
AT2G24870,2
AT1G02470,2
AT1G62045,2
AT1G27670,2
AT1G75590,2
AT5G03510,2
AT1G68735,2
AT5G02440,2
AT2G06485,2
AT2G17070,2
AT4G05180,2
AT4G02770,2
AT1G03600,2
AT1G20340,2
AT2G06520,2
AT1G49975,2
AT1G67700,2
AT1G29530,2
AT2G38540,2
AT3G25920,2
AT4G17810,2
AT1G06680,2
AT1G47395,2
AT5G19260,2
AT3G23805,2
AT1G74670,2
AT2G37120,2
AT3G55330,2
AT3G19850,2
AT2G21530,2
AT1G22590,2
AT4G23670,2
AT2G28950,2
AT1G22630,2
AT4G38700,2
AT1G64355,2
AT5G35490,2
AT5G60400,2
AT1G75500,2
AT5G45930,2
AT3G10060,2
AT1G74090,2
AT1G44575,2
AT2G20550,2
AT2G14750,2
AT1G16400,2
AT3G29280,2
AT5G38430,2
AT2G46110,2
AT4G29700,2
AT4G28050,2
AT3G63110,2
AT5G59000,2
AT4G38670,2
AT1G60600,2
AT4G28360,2
AT1G70890,2
AT3G03220,2
AT1G51355,2
AT1G29500,2
AT5G62920,2
AT5G16030,2
AT1G72230,2
AT5G18080,2
AT3G55420,2
AT3G58100,2
AT2G37390,2
AT2G06002,2
AT3G15570,2
AT5G05890,2
AT1G78170,2
AT2G37380,2
AT1G67265,2
AT1G09505,2
AT1G07367,2
AT1G13609,2
AT1G08283,2
AT1G53830,2
AT2G36380,2
AT1G66960,2
AT5G40010,2
AT4G27870,2
AT1G05675,2
AT1G69360,2
AT4G12090,2
AT1G63410,2
AT4G15236,2
AT5G23000,2
AT2G38940,2
AT4G17140,2
AT4G19460,2
AT1G69710,2
AT1G04477,2
AT1G27630,2
AT5G53048,2
AT1G13150,2
AT2G08575,2
AT5G40510,2
AT4G35810,2
AT2G22830,2
AT4G30990,2
AT1G06087,2
AT5G22660,2
AT4G04450,2
AT1G79890,2
AT4G25630,2
AT4G11930,2
AT2G11810,2
AT1G06030,2
AT1G04027,2
AT1G09890,2
AT5G15700,2
AT1G08507,2
AT5G08610,2
AT5G01775,2
AT5G28262,2
AT2G01730,2
AT1G64370,2
AT5G44580,2
AT2G16740,2
AT1G07610,2
AT1G72630,2
AT3G53890,2
AT5G47700,2
AT2G44860,2
AT4G15802,2
AT2G36620,2
AT4G31985,2
AT1G72170,2
AT2G14880,2
AT4G34290,2
AT5G65390,2
AT2G27510,2
AT3G16080,2
AT3G60890,2
AT1G12200,2
AT1G09590,2
AT5G23370,2
AT3G46320,2
AT4G29430,2
AT1G65150,2
AT3G13650,2
AT3G46940,2
AT2G00920,2
AT5G35777,2
AT3G27027,2
AT5G50460,2
AT5G63100,2
AT1G62790,2
AT5G10580,2
AT5G64890,2
AT4G04830,2
AT2G43550,2
AT1G08757,2
AT2G31725,2
AT3G19615,2
AT3G27050,2
AT3G52920,2
AT1G19960,2
AT1G78820,2
AT5G59080,2
AT5G52740,2
AT4G09890,2
AT1G77490,2
AT5G36910,2
AT2G41940,2
AT1G54120,2
AT2G42220,2
AT5G23760,2
AT4G21650,2
AT1G12020,2
AT3G01500,2
AT4G15660,2
AT2G44300,2
AT1G15260,2
AT4G22560,2
AT3G53420,2
AT4G24960,2
AT3G46900,2
AT4G12980,2
AT5G50800,2
AT1G07900,2
AT2G21560,2
AT3G08660,2
AT5G44670,2
AT5G47610,2
AT5G24580,2
AT2G40475,2
AT2G10980,2
AT1G70510,2
AT3G29390,2
AT4G15180,2
AT5G27970,2
AT3G03300,2
AT5G13840,2
AT4G12680,2
AT3G13225,2
AT1G17590,2
AT1G80570,2
AT2G15040,2
ArthCp021,2
AT3G16750,2
AT1G19397,2
AT2G36810,2
AT5G22700,2
AT3G58160,2
AT3G47110,2
AT1G24070,2
AT4G23260,2
AT3G17630,2
AT1G01600,2
AT4G31570,2
AT2G18440,2
AT1G34315,2
AT2G09170,2
AT1G58561,2
AT4G08115,2
AT1G35612,2
AT4G27370,2
AT4G38950,2
AT3G49970,2
AT2G31830,2
AT5G24206,2
AT5G00760,2
AT3G08795,2
AT1G76878,2
AT3G47875,2
AT4G03725,2
AT4G11050,2
AT3G08240,2
AT3G59220,2
AT4G09845,2
AT5G49190,2
AT4G04760,2
AT5G55720,2
AT5G02535,2
AT5G28440,2
AT5G35200,2
AT2G43590,2
AT5G65750,2
AT2G46940,2
AT4G07820,2
AT1G71080,2
AT5G44240,2
AT1G78780,2
AT5G03630,2
AT1G64940,2
AT5G01640,2
AT4G17215,2
AT3G61420,2
AT2G44480,2
AT4G15280,2
AT2G36830,2
AT1G61560,2
AT4G35380,2
AT1G68945,2
AT1G27720,2
AT3G54140,2
AT1G30220,2
AT1G30720,2
AT2G05940,2
AT5G43980,2
AT1G30740,2
AT5G66170,2
AT5G39110,2
AT1G23550,2
AT5G07380,2
AT2G19900,2
AT1G15520,2
AT1G18200,2
AT1G70170,2
AT5G01760,2
AT1G27640,2
AT4G22770,2
AT4G05120,2
AT4G22470,2
AT2G40790,2
AT5G14180,2
AT1G24030,2
AT5G00865,2
AT3G13432,2
AT1G08795,2
AT5G24140,2
AT5G07440,2
AT5G01040,2
AT2G29740,2
AT1G13140,2
AT2G38390,3
AT2G18370,3
AT3G28007,3
AT5G10625,3
AT2G22860,3
AT1G22890,3
AT2G24260,3
AT1G16950,3
AT1G72430,3
AT5G11970,3
AT5G66440,3
AT5G55410,3
AT5G44572,3
AT1G57980,3
AT5G05340,3
AT1G61470,3
AT4G27657,3
AT3G10930,3
AT3G16330,3
AT2G23130,3
AT1G09960,3
AT5G44350,3
AT1G04500,3
AT3G23730,3
AT3G58550,3
AT3G01940,3
AT1G64160,3
AT4G30270,3
AT3G09870,3
AT1G16530,3
AT5G13900,3
AT1G24530,3
AT3G02240,3
AT3G24420,3
AT5G66110,3
AT1G13670,3
AT3G57500,3
AT5G50120,3
AT1G63180,3
AT3G22240,3
AT1G66400,3
AT5G46590,3
AT5G13580,3
AT2G33830,3
AT5G05365,3
AT5G23190,3
AT5G24860,3
AT1G09500,3
AT2G36780,3
AT5G56200,3
AT2G44578,3
AT1G75450,3
AT2G47520,3
AT5G02380,3
AT1G23130,3
AT1G79040,3
AT4G38740,3
AT1G07640,3
AT5G02120,3
AT4G08300,3
AT5G02160,3
AT3G43720,3
AT4G19840,3
AT1G47960,3
AT5G22545,3
AT1G10682,3
AT1G27565,3
AT5G06610,3
AT2G16060,3
AT3G04520,3
AT1G14890,3
AT2G30010,3
AT1G16500,3
AT2G16367,3
AT2G37170,3
AT1G32310,3
AT1G58270,3
AT5G16650,3
AT5G10180,3
AT4G00950,3
AT2G48090,3
AT5G40960,3
AT1G49320,3
AT3G54400,3
AT3G06070,3
AT2G40970,3
AT2G14900,3
AT1G62500,3
AT4G25260,3
AT4G34600,3
AT4G22190,3
AT4G08830,3
AT5G65410,3
AT3G20570,3
AT1G01170,3
AT3G55370,3
AT5G23820,3
AT4G12735,3
AT2G20230,3
AT2G40435,3
AT2G02850,3
AT4G24050,3
AT3G56710,3
AT5G01810,3
AT5G65730,3
AT2G06850,3
AT1G66173,3
AT3G03150,3
AT2G01340,3
AT2G30080,3
AT3G60220,3
AT1G56210,3
AT5G59720,3
AT3G18960,3
AT3G42658,3
AT4G37290,3
AT1G49830,3
AT5G40700,3
AT2G18500,3
AT2G35950,3
AT2G41280,3
AT1G47370,3
AT2G41480,3
AT1G31880,3
AT1G52565,3
AT4G27360,3
AT2G45120,3
AT3G03480,3
AT3G59680,3
AT5G40950,3
AT1G28310,3
AT2G32720,3
AT5G56600,3
AT5G44680,3
AT1G05190,3
AT2G14890,3
AT5G45680,3
AT5G21920,3
AT3G16370,3
AT3G56910,3
AT1G74970,3
AT5G52970,3
AT2G33800,3
AT2G32870,3
AT3G47380,3
AT5G44130,3
AT2G44740,3
AT3G16250,3
AT4G08870,3
AT5G20935,3
AT3G19710,3
