,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0042579,CC,GO:0042579,microbody,46/1959,326/26915,0.141104294478528,1.93865343843265,4.7772935367011,1.23209974700609e-05,0.000549516487164716,0.000523966629253116,AT2G29350/AT5G24240/AT3G62210/AT2G29990/AT2G28760/AT2G31880/AT3G51660/AT2G26560/AT5G27600/AT4G18360/AT3G17420/AT4G36880/AT2G31570/AT5G65300/AT1G65520/AT4G13280/AT2G31390/AT5G11520/AT5G63030/AT5G17380/AT2G33150/AT2G28940/AT1G76150/AT2G26740/AT2G42790/AT5G20810/AT3G24170/AT1G69270/AT4G16760/AT4G23850/AT4G27780/AT2G30490/AT1G20630/AT3G06860/AT5G16370/AT3G05970/AT5G37670/AT3G12800/AT3G03490/AT4G16210/AT2G43940/AT5G65110/AT5G27520/AT2G39970/AT5G43900/AT4G14430,46
GO:0031012,CC,GO:0031012,extracellular matrix,7/1959,23/26915,0.304347826086957,4.18148123488026,4.27661924807403,0.000928125628735956,0.0332203780182149,0.0316757911714864,AT1G32960/AT1G70170/AT3G49780/AT1G24140/AT2G22860/AT4G16640/AT2G29940,7
GO:0000421,CC,GO:0000421,autophagosome membrane,5/1959,12/26915,0.416666666666667,5.72464692870512,4.5864691867888,0.00104279213510091,0.0332203780182149,0.0316757911714864,AT3G06420/AT4G21980/AT4G04620/AT1G54210/AT3G15580,5
GO:0020037,MF,GO:0020037,heme binding,68/1956,373/26733,0.18230563002681,2.4916034803204,8.15099997860027,2.21869639739965e-12,1.43771526551498e-09,9.5987812561185e-10,AT3G01420/AT2G44890/AT1G33730/AT2G30770/AT4G08770/AT5G25180/AT2G45570/AT2G34500/AT3G26830/AT5G05340/AT2G02580/AT2G45580/AT5G67310/AT2G30750/AT5G24910/AT1G14540/AT3G26210/AT3G01900/AT4G37370/AT3G49120/AT4G31970/AT1G64940/AT5G64120/AT5G52400/AT3G03470/AT2G37970/AT3G26230/AT5G64100/AT3G26220/AT3G14620/AT1G69720/AT3G20110/AT3G14680/AT3G26170/AT5G39580/AT2G29090/AT2G45510/AT2G24180/AT3G48300/AT2G18980/AT4G33420/AT5G57220/AT3G20960/AT1G64950/AT2G46950/AT2G26170/AT4G12330/AT4G37310/AT4G39950/AT5G36220/AT4G36220/AT5G23190/AT1G33720/AT1G58300/AT3G48310/AT2G16060/AT2G40000/AT3G14610/AT1G07890/AT2G30490/AT1G20630/AT3G48320/AT5G25120/AT3G26200/AT4G10040/AT5G10610/AT3G26180/AT1G13080,68
GO:0071949,MF,GO:0071949,FAD binding,27/1956,81/26733,0.333333333333333,4.55572597137014,9.00495780269872,8.65092074665729e-12,1.92481411672108e-09,1.28508544829819e-09,AT2G19500/AT1G26410/AT1G26390/AT1G30700/AT1G04580/AT1G26420/AT1G26380/AT1G26400/AT1G30730/AT5G38710/AT1G30720/AT2G46750/AT5G20960/AT5G56970/AT4G20860/AT5G44380/AT1G30740/AT1G72280/AT1G30760/AT2G29720/AT4G20830/AT2G34810/AT5G44390/AT4G29740/AT4G16760/AT5G65110/AT2G27150,27
GO:0005509,MF,GO:0005509,calcium ion binding,53/1956,261/26733,0.203065134099617,2.77532731589216,8.09806210275389,8.91117646630128e-12,1.92481411672108e-09,1.28508544829819e-09,AT1G21240/AT5G44460/AT4G37010/AT1G30900/AT3G50770/AT3G47480/AT4G14640/AT1G79680/AT5G42380/AT4G25000/AT1G16150/AT1G09090/AT4G20110/AT5G39670/AT4G05020/AT2G34940/AT1G76040/AT1G08450/AT2G33380/AT1G16160/AT1G21250/AT4G21490/AT1G64060/AT1G19230/AT5G49480/AT1G18890/AT4G04710/AT1G76640/AT3G22930/AT1G76650/AT4G11840/AT2G17290/AT1G21210/AT4G11850/AT2G41110/AT5G47910/AT3G51920/AT3G25600/AT2G41100/AT5G61790/AT3G56800/AT1G09210/AT1G21270/AT5G12480/AT1G76130/AT2G41090/AT5G51290/AT1G65540/AT1G16260/AT4G04695/AT4G21940/AT2G14720/AT4G16350,53
GO:0004888,MF,GO:0004888,transmembrane signaling receptor activity,32/1956,115/26733,0.278260869565217,3.8030408108829,8.46382006072744,2.50677645349659e-11,4.06097785466447e-09,2.71127663786078e-09,AT3G45330/AT5G11210/AT5G48410/AT5G48400/AT2G29110/AT2G29100/AT5G01550/AT5G39000/AT3G45410/AT3G13380/AT1G65790/AT2G29120/AT3G07520/AT3G59700/AT5G60280/AT2G31880/AT2G37710/AT4G28490/AT3G08870/AT4G04960/AT2G13790/AT3G53810/AT5G20480/AT5G06760/AT4G21380/AT2G32800/AT2G13800/AT3G26090/AT1G65800/AT5G38280/AT3G21630/AT4G28350,32
GO:0005506,MF,GO:0005506,iron ion binding,60/1956,342/26733,0.175438596491228,2.39775051124744,7.30954897866729,2.14391362048387e-10,2.03293695888726e-08,1.35727272596274e-08,AT2G44890/AT1G33730/AT2G30770/AT5G25180/AT2G45570/AT2G34500/AT3G26830/AT1G04580/AT2G02580/AT2G45580/AT5G67310/AT2G30750/AT5G24910/AT3G26210/AT3G01900/AT4G37370/AT4G31970/AT1G64940/AT4G26260/AT3G17790/AT5G52400/AT3G03470/AT5G20960/AT3G26230/AT3G26220/AT3G14620/AT3G20110/AT3G14680/AT3G26170/AT2G29090/AT2G45510/AT2G24180/AT3G48300/AT2G17720/AT5G57220/AT3G20960/AT1G64950/AT2G46950/AT2G26170/AT4G12330/AT4G37310/AT4G39950/AT5G36220/AT4G36220/AT5G23190/AT1G33720/AT3G48310/AT1G06570/AT2G31350/AT3G14610/AT5G01600/AT3G06300/AT2G30490/AT3G48320/AT5G25120/AT3G26200/AT5G10610/AT3G26180/AT1G13080/AT2G27150,60
GO:0016705,MF,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,70/1956,435/26733,0.160919540229885,2.19931598617869,7.08586186267427,3.70376355015358e-10,3.0000484756244e-08,2.00295634093832e-08,AT1G19250/AT2G44890/AT1G33730/AT2G30770/AT5G25180/AT2G45570/AT2G34500/AT3G26830/AT2G02580/AT2G45580/AT5G67310/AT2G30750/AT3G55970/AT5G24910/AT2G36690/AT5G24530/AT3G26210/AT3G01900/AT4G37370/AT4G31970/AT1G64940/AT5G16230/AT5G52400/AT3G03470/AT3G26230/AT3G02610/AT1G12160/AT3G26220/AT3G14620/AT1G69720/AT3G20110/AT3G14680/AT3G26170/AT3G49620/AT1G02400/AT2G29090/AT2G45510/AT2G24180/AT3G48300/AT2G17720/AT5G57220/AT3G20960/AT1G64950/AT2G46950/AT2G26170/AT4G12330/AT4G37310/AT5G39950/AT4G39950/AT5G36220/AT4G36220/AT5G63580/AT5G23190/AT1G33720/AT1G58300/AT3G48310/AT4G02940/AT1G12200/AT4G36090/AT3G14610/AT3G06300/AT2G30490/AT3G48320/AT5G25120/AT3G26200/AT5G10610/AT3G26180/AT1G13080/AT5G24160/AT1G14130,70
GO:0004364,MF,GO:0004364,glutathione transferase activity,21/1956,61/26733,0.344262295081967,4.70509403600523,8.13977035116514,8.94181487855763e-10,5.79429604130534e-08,3.86851148956546e-08,AT2G29470/AT1G69930/AT5G02780/AT2G29460/AT5G62480/AT1G69920/AT1G74590/AT3G09270/AT1G02920/AT1G02930/AT4G02520/AT1G17170/AT1G17180/AT2G02930/AT2G02390/AT1G02940/AT2G29490/AT2G29420/AT1G59700/AT1G78380/AT1G75270,21
GO:0019199,MF,GO:0019199,transmembrane receptor protein kinase activity,23/1956,83/26733,0.27710843373494,3.7872902653559,7.14576004635874,1.67448674937979e-08,9.86424921452819e-07,6.58578042100567e-07,AT3G45330/AT5G01550/AT5G39000/AT3G45410/AT3G13380/AT1G65790/AT3G59700/AT5G60280/AT2G31880/AT2G37710/AT4G28490/AT3G08870/AT4G04960/AT2G13790/AT3G53810/AT5G20480/AT4G21380/AT2G32800/AT2G13800/AT1G65800/AT5G38280/AT3G21630/AT4G28350,23
GO:0016298,MF,GO:0016298,lipase activity,29/1956,128/26733,0.2265625,3.09646999616564,6.68017431956816,3.56338785327303e-08,1.92422944076744e-06,1.28469509446949e-06,AT5G40990/AT4G37070/AT3G05630/AT2G39410/AT3G62590/AT2G30550/AT1G53990/AT4G16820/AT4G37060/AT5G24210/AT1G30370/AT3G14225/AT3G52430/AT2G26560/AT3G54950/AT3G03530/AT3G47220/AT4G37050/AT3G48090/AT3G03310/AT4G11840/AT4G11850/AT5G11650/AT4G22305/AT2G39220/AT5G14930/AT3G26430/AT2G39420/AT1G52760,29
GO:0030275,MF,GO:0030275,LRR domain binding,12/1956,25/26733,0.48,6.56024539877301,7.81482164969706,4.81712540545737e-08,2.22964090195455e-06,1.48860040725036e-06,AT1G65500/AT1G65510/AT5G44575/AT1G65484/AT1G65486/AT5G44585/AT5G44570/AT5G08760/AT5G44568/AT1G22890/AT1G65490/AT3G44480,12
GO:0042626,MF,GO:0042626,ATPase-coupled transmembrane transporter activity,39/1956,217/26733,0.179723502304147,2.45631308133782,6.0521042925181,1.54333187404759e-07,6.25049408989273e-06,4.1730881594313e-06,AT1G15520/AT3G22910/AT3G60970/AT1G76430/AT3G63380/AT3G25610/AT3G13100/AT3G47780/AT2G47800/AT5G13580/AT3G13080/AT2G39350/AT2G47000/AT3G13090/AT1G63440/AT5G04930/AT4G18050/AT4G15233/AT4G37640/AT2G29940/AT1G53270/AT3G13900/AT1G02520/AT3G47950/AT1G30420/AT3G57330/AT3G60160/AT4G29900/AT1G68710/AT1G30410/AT4G15236/AT1G72700/AT1G13210/AT1G27770/AT5G44240/AT1G59870/AT1G04070/AT1G17530/AT1G03900,39
GO:0005516,MF,GO:0005516,calmodulin binding,33/1956,171/26733,0.192982456140351,2.63752556237219,6.03575424173918,2.50551625187392e-07,8.1178726560715e-06,5.41982726063253e-06,AT5G44610/AT2G47190/AT3G04530/AT5G58940/AT5G17330/AT1G76040/AT1G11300/AT5G26920/AT5G60900/AT4G33050/AT5G45800/AT1G18890/AT2G23320/AT2G46430/AT4G04710/AT4G21390/AT3G16030/AT4G37640/AT2G17290/AT1G61380/AT2G24570/AT5G62570/AT4G25800/AT5G12480/AT1G11330/AT1G27770/AT3G04670/AT2G26190/AT1G04280/AT4G04695/AT4G21940/AT1G22070/AT2G41010,33
GO:0005102,MF,GO:0005102,signaling receptor binding,29/1956,146/26733,0.198630136986301,2.71471342129591,5.83726081247055,7.02064168373124e-07,2.16636943383707e-05,1.44635776040779e-05,AT2G14610/AT2G18660/AT2G33130/AT1G65500/AT1G63245/AT1G68765/AT1G49800/AT1G65510/AT3G02240/AT5G44575/AT2G04025/AT1G65484/AT1G29290/AT1G06135/AT2G31335/AT1G65486/AT5G44585/AT5G44570/AT5G08760/AT5G44568/AT2G13790/AT4G34390/AT1G22890/AT5G48380/AT1G65490/AT1G76650/AT5G65200/AT1G20780/AT1G68795,29
GO:0061809,MF,GO:0061809,NAD+ nucleotidase, cyclic ADP-ribose generating,12/1956,31/26733,0.387096774193548,5.29052048288146,6.71575310884662,8.63846585460515e-07,2.54442085172006e-05,1.69876051016398e-05,AT1G64070/AT5G45070/AT5G44920/AT1G17610/AT5G45080/AT4G11170/AT1G72930/AT1G56510/AT5G46520/AT3G44480/AT4G12010/AT5G18370,12
GO:0015662,MF,GO:0015662,P-type ion transporter activity,15/1956,49/26733,0.306122448979592,4.18382997370727,6.26755613074337,1.27048507333549e-06,3.43030969800582e-05,2.29021651377582e-05,AT3G22910/AT3G63380/AT3G25610/AT1G63440/AT5G04930/AT4G37640/AT3G13900/AT3G47950/AT3G57330/AT4G29900/AT1G68710/AT1G72700/AT1G13210/AT1G27770/AT5G44240,15
GO:0015085,MF,GO:0015085,calcium ion transmembrane transporter activity,19/1956,76/26733,0.25,3.41679447852761,5.92811570000918,1.62774494575298e-06,4.21911489939172e-05,2.81685546401884e-05,AT5G11210/AT5G48410/AT3G51860/AT5G48400/AT2G29110/AT3G22910/AT2G29100/AT3G63380/AT5G01490/AT2G29120/AT3G07520/AT5G17860/AT4G37640/AT3G17690/AT1G25520/AT3G57330/AT4G29900/AT1G55730/AT1G27770,19
GO:0043531,MF,GO:0043531,ADP binding,31/1956,174/26733,0.17816091954023,2.43495698469783,5.33560214223507,3.36681142523359e-06,8.08034742056062e-05,5.394773862655e-05,AT1G17615/AT1G64070/AT1G12290/AT5G66630/AT1G50180/AT3G14470/AT1G17610/AT1G72950/AT1G72900/AT5G58120/AT5G48780/AT1G33560/AT4G16960/AT1G72890/AT1G17600/AT1G66090/AT4G33300/AT5G66910/AT4G11170/AT3G14460/AT5G04720/AT1G56510/AT5G46520/AT1G72870/AT3G44670/AT3G44480/AT4G12010/AT1G72910/AT4G36150/AT1G58602/AT5G18370,31
GO:0016209,MF,GO:0016209,antioxidant activity,22/1956,102/26733,0.215686274509804,2.94782268735715,5.53772722454684,3.668450598897e-06,8.48984281459021e-05,5.66816991032582e-05,AT1G65970/AT3G56350/AT1G14540/AT1G60740/AT3G49120/AT5G64120/AT5G64100/AT2G48150/AT5G39580/AT4G33420/AT4G31240/AT2G31570/AT1G08830/AT2G17420/AT3G63080/AT3G24170/AT1G07890/AT1G63460/AT1G60420/AT1G20630/AT1G75270/AT1G65980,22
GO:0042578,MF,GO:0042578,phosphoric ester hydrolase activity,54/1956,389/26733,0.138817480719794,1.89724320658602,5.00864108506781,4.31228809335331e-06,9.63573339480327e-05,6.43321381621856e-05,AT1G47510/AT5G59220/AT1G73010/AT1G05000/AT3G05630/AT3G11430/AT1G51420/AT5G51760/AT3G17790/AT3G52820/AT5G65140/AT1G06520/AT3G62260/AT3G52780/AT5G65090/AT1G34750/AT3G02800/AT5G06750/AT4G18010/AT3G03530/AT1G74210/AT3G47220/AT5G43380/AT1G07630/AT4G03960/AT4G11840/AT4G22590/AT4G11850/AT1G72770/AT1G17710/AT2G16430/AT2G30020/AT1G22280/AT2G28890/AT2G32960/AT2G01900/AT2G40180/AT2G03450/AT2G29400/AT1G02390/AT4G33920/AT1G07430/AT1G13750/AT3G55270/AT5G11860/AT3G02040/AT2G38740/AT2G39840/AT3G05580/AT2G01180/AT1G35910/AT1G18480/AT1G64040/AT5G56610,54
GO:0140326,MF,GO:0140326,ATPase-coupled intramembrane lipid transporter activity,7/1956,12/26733,0.583333333333333,7.97252044989775,6.78781281192038,6.33551287814599e-06,0.000136847078167953,9.13647646637896e-05,AT3G25610/AT5G04930/AT3G13900/AT1G68710/AT1G72700/AT1G13210/AT5G44240,7
GO:0050664,MF,GO:0050664,oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor,8/1956,17/26733,0.470588235294118,6.43161313605197,6.29424095231286,1.08065298078656e-05,0.000212200948954451,0.00014167412283996,AT1G32350/AT1G09090/AT1G64060/AT1G19230/AT4G39230/AT3G22370/AT5G47910/AT4G22260,8
GO:0015399,MF,GO:0015399,primary active transmembrane transporter activity,39/1956,257/26733,0.151750972762646,2.07400754338641,4.86097623870061,1.15268748436026e-05,0.000219688673489838,0.000146673237174015,AT1G15520/AT3G22910/AT3G60970/AT1G76430/AT3G63380/AT3G25610/AT3G13100/AT3G47780/AT2G47800/AT5G13580/AT3G13080/AT2G39350/AT2G47000/AT3G13090/AT1G63440/AT5G04930/AT4G18050/AT4G15233/AT4G37640/AT2G29940/AT1G53270/AT3G13900/AT1G02520/AT3G47950/AT1G30420/AT3G57330/AT3G60160/AT4G29900/AT1G68710/AT1G30410/AT4G15236/AT1G72700/AT1G13210/AT1G27770/AT5G44240/AT1G59870/AT1G04070/AT1G17530/AT1G03900,39
GO:0140303,MF,GO:0140303,intramembrane lipid transporter activity,7/1956,13/26733,0.538461538461538,7.35924964605946,6.44369706293146,1.28557402642145e-05,0.000238014848320315,0.00015890854882984,AT3G25610/AT5G04930/AT3G13900/AT1G68710/AT1G72700/AT1G13210/AT5G44240,7
GO:0015291,MF,GO:0015291,secondary active transmembrane transporter activity,40/1956,274/26733,0.145985401459854,1.99520845461466,4.65241466631426,2.25943095395369e-05,0.000395705745449186,0.00026418950841393,AT3G48850/AT1G66570/AT3G51860/AT4G23700/AT1G58340/AT1G61800/AT1G79400/AT4G28390/AT5G01490/AT2G04040/AT5G45380/AT1G79900/AT1G30220/AT5G09470/AT5G43350/AT4G39030/AT2G38940/AT5G13490/AT5G17860/AT3G19930/AT3G23550/AT2G32830/AT5G26340/AT4G25640/AT1G67940/AT3G18830/AT2G22500/AT2G38290/AT5G62680/AT3G23560/AT5G19980/AT1G32450/AT1G23090/AT1G71880/AT3G15990/AT1G55730/AT5G01340/AT1G71140/AT3G51895/AT1G79610,40
GO:0016682,MF,GO:0016682,oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor,10/1956,29/26733,0.344827586206897,4.71281997038291,5.62070149977112,2.36343710626133e-05,0.00040302822233088,0.000269078296585431,AT1G32350/AT3G09220/AT1G17020/AT4G39830/AT5G05390/AT4G05020/AT2G40370/AT3G22370/AT4G22260/AT1G23010,10
GO:0016701,MF,GO:0016701,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen,12/1956,41/26733,0.292682926829268,4.00014963339817,5.40157085281846,2.43071904755437e-05,0.000403873318670572,0.000269642517825869,AT4G18350/AT3G01420/AT2G26400/AT4G32810/AT4G26260/AT1G30100/AT2G44990/AT3G22400/AT1G55020/AT1G06570/AT1G74440/AT3G44880,12
GO:0043295,MF,GO:0043295,glutathione binding,8/1956,19/26733,0.421052631578947,5.75460122699386,5.82501742424932,2.94195786491728e-05,0.000464972852796683,0.000310435091779462,AT1G02920/AT1G02930/AT4G02520/AT1G17170/AT2G02930/AT1G02940/AT1G78380/AT1G75270,8
GO:1900750,MF,GO:1900750,oligopeptide binding,8/1956,19/26733,0.421052631578947,5.75460122699386,5.82501742424932,2.94195786491728e-05,0.000464972852796683,0.000310435091779462,AT1G02920/AT1G02930/AT4G02520/AT1G17170/AT2G02930/AT1G02940/AT1G78380/AT1G75270,8
GO:0016887,MF,GO:0016887,ATP hydrolysis activity,59/1956,470/26733,0.125531914893617,1.71566701475003,4.39808434756676,3.5206536762004e-05,0.000543186567185205,0.000362653799728914,AT1G15520/AT3G22910/AT3G60970/AT1G09080/AT5G40010/AT5G02490/AT3G63380/AT3G25610/AT5G09930/AT3G13100/AT3G47780/AT5G52640/AT2G47800/AT5G13580/AT3G13080/AT2G39350/AT2G47000/AT3G13090/AT1G63440/AT5G04930/AT3G53230/AT4G18050/AT5G58120/AT4G15233/AT4G37640/AT2G29940/AT4G16960/AT5G42020/AT3G12580/AT1G53270/AT1G67940/AT3G13900/AT3G09440/AT1G66090/AT5G51070/AT1G02520/AT4G24190/AT3G47950/AT1G30420/AT3G10420/AT3G57330/AT5G28540/AT3G60160/AT4G29900/AT1G68710/AT4G11170/AT5G04720/AT1G30410/AT4G15236/AT1G72700/AT1G13210/AT5G46520/AT3G44670/AT1G27770/AT1G03905/AT5G02270/AT5G44240/AT1G59870/AT5G18370,59
GO:0008289,MF,GO:0008289,lipid binding,45/1956,333/26733,0.135135135135135,1.84691593433925,4.36954532234919,5.07574004228031e-05,0.000747518078954009,0.000499073961095026,AT3G22600/AT3G55150/AT5G44610/AT4G39670/AT1G03050/AT4G02650/AT1G08860/AT1G73000/AT5G24240/AT3G09520/AT5G13150/AT2G44290/AT5G55460/AT1G76970/AT2G01920/AT5G09370/AT3G61190/AT2G31020/AT5G61010/AT2G26310/AT1G70810/AT2G01540/AT3G06420/AT1G23140/AT1G07000/AT3G63010/AT2G40330/AT2G48130/AT5G02100/AT4G21980/AT4G04620/AT4G11850/AT4G16670/AT4G21534/AT1G47560/AT5G16880/AT4G16760/AT2G23810/AT4G27780/AT5G35200/AT5G59420/AT5G65110/AT3G15580/AT4G08180/AT5G04920,45
GO:0042910,MF,GO:0042910,xenobiotic transmembrane transporter activity,16/1956,73/26733,0.219178082191781,2.99554584418859,4.79699049518294,6.12534273055303e-05,0.000862874367260514,0.000576090586328901,AT1G58340/AT3G60970/AT2G04040/AT3G13100/AT4G39030/AT2G47800/AT3G13080/AT3G23550/AT2G47000/AT3G13090/AT4G25640/AT3G23560/AT1G30420/AT3G60160/AT1G30410/AT1G71140,16
GO:0016860,MF,GO:0016860,intramolecular oxidoreductase activity,14/1956,59/26733,0.23728813559322,3.2430591660601,4.84616785682748,6.96710312499855e-05,0.000953552480497039,0.000636631042047244,AT2G40790/AT1G67070/AT3G51660/AT3G54960/AT1G04980/AT1G77510/AT1G71100/AT1G65520/AT3G25780/AT2G04400/AT1G21750/AT3G06860/AT2G47470/AT4G14430,14
GO:0008194,MF,GO:0008194,UDP-glycosyltransferase activity,40/1956,288/26733,0.138888888888889,1.89821915473756,4.30608463477275,7.06335170738548e-05,0.000953552480497039,0.000636631042047244,AT3G53150/AT5G66690/AT5G49690/AT3G11340/AT3G10320/AT4G15280/AT2G26480/AT1G60470/AT4G24000/AT2G28110/AT3G55700/AT2G30140/AT4G34131/AT1G56550/AT1G05680/AT2G15490/AT4G34135/AT1G22400/AT4G01750/AT4G02280/AT2G15480/AT2G29750/AT1G05570/AT1G56600/AT5G20830/AT5G16910/AT3G28340/AT2G36800/AT3G21560/AT5G18480/AT2G05320/AT2G43820/AT5G33290/AT4G15550/AT4G00550/AT5G03490/AT2G47180/AT4G01070/AT2G32530/AT5G11110,40
GO:0035251,MF,GO:0035251,UDP-glucosyltransferase activity,28/1956,180/26733,0.155555555555556,2.12600545330607,4.25888329794162,0.000121515151527357,0.00151415070874947,0.00101090958625087,AT3G53150/AT5G66690/AT5G49690/AT3G11340/AT4G15280/AT2G26480/AT4G24000/AT3G55700/AT2G30140/AT4G34131/AT1G05680/AT2G15490/AT4G34135/AT1G22400/AT4G02280/AT2G15480/AT2G29750/AT1G05570/AT5G20830/AT5G16910/AT2G36800/AT3G21560/AT2G43820/AT4G15550/AT5G03490/AT4G01070/AT2G32530/AT5G11110,28
GO:0080044,MF,GO:0080044,quercetin 7-O-glucosyltransferase activity,14/1956,62/26733,0.225806451612903,3.08613694834752,4.62056199021685,0.000123842573400806,0.00151415070874947,0.00101090958625087,AT3G11340/AT2G26480/AT3G55700/AT4G34131/AT1G05680/AT2G15490/AT4G34135/AT1G22400/AT2G15480/AT2G29750/AT2G36800/AT3G21560/AT2G43820/AT4G15550,14
GO:0015103,MF,GO:0015103,inorganic anion transmembrane transporter activity,20/1956,114/26733,0.175438596491228,2.39775051124744,4.20205766900214,0.000216130652436852,0.00259356782924223,0.00173157306338297,AT1G76430/AT1G12940/AT5G50200/AT5G09470/AT5G43350/AT1G20860/AT2G38940/AT4G21680/AT2G32830/AT2G29410/AT2G22500/AT3G45710/AT4G25350/AT1G32450/AT1G23090/AT3G15990/AT2G23150/AT1G08090/AT3G51895/AT4G10380,20
GO:0008514,MF,GO:0008514,organic anion transmembrane transporter activity,28/1956,188/26733,0.148936170212766,2.03553713614411,4.00340040603627,0.000256860750526487,0.00294961396791872,0.00196928417936094,AT4G35180/AT1G61800/AT4G21120/AT4G28390/AT3G11430/AT1G79900/AT3G01760/AT5G09470/AT5G40780/AT2G47800/AT4G01430/AT1G77380/AT5G13490/AT2G34960/AT2G02810/AT3G20510/AT1G31820/AT5G27830/AT4G23010/AT2G22500/AT1G14360/AT1G44800/AT3G56200/AT5G01340/AT5G47560/AT3G57280/AT4G22840/AT5G27520,28
GO:0016684,MF,GO:0016684,oxidoreductase activity, acting on peroxide as acceptor,16/1956,82/26733,0.195121951219512,2.66676642226545,4.24718037322996,0.000259456784215073,0.00294961396791872,0.00196928417936094,AT1G65970/AT1G14540/AT1G60740/AT3G49120/AT5G64120/AT2G33380/AT5G64100/AT2G48150/AT5G39580/AT4G33420/AT2G31570/AT3G63080/AT1G07890/AT1G63460/AT1G20630/AT1G65980,16
GO:0008131,MF,GO:0008131,primary amine oxidase activity,6/1956,14/26733,0.428571428571429,5.85736196319018,5.1077563987634,0.000273624019794664,0.00305704077287832,0.00204100675382227,AT2G19500/AT5G56970/AT4G12290/AT5G14760/AT4G29740/AT1G62810,6
GO:0030246,MF,GO:0030246,carbohydrate binding,30/1956,208/26733,0.144230769230769,1.97122758376593,3.95094305745041,0.000279413905765352,0.0030572666491615,0.00204115755816338,AT5G45090/AT1G21240/AT2G02340/AT2G02310/AT5G53110/AT2G26400/AT2G14620/AT4G18990/AT1G79680/AT5G45070/AT1G16150/AT2G02320/AT2G26820/AT1G16160/AT1G16090/AT1G21250/AT3G48580/AT5G62620/AT2G02350/AT1G18390/AT5G45080/AT2G17720/AT1G21210/AT2G39050/AT2G02360/AT1G25390/AT1G21270/AT3G06300/AT1G16260/AT1G16110,30
GO:0072341,MF,GO:0072341,modified amino acid binding,9/1956,32/26733,0.28125,3.84389378834356,4.52272716375074,0.000352846950872003,0.0035466555761482,0.00236789383007945,AT1G02920/AT1G02930/AT4G02520/AT1G17170/AT2G02930/AT1G02940/AT5G27830/AT1G78380/AT1G75270,9
GO:0005342,MF,GO:0005342,organic acid transmembrane transporter activity,21/1956,127/26733,0.165354330708661,2.25992705666393,3.99883293673559,0.000353667135273418,0.0035466555761482,0.00236789383007945,AT4G35180/AT1G61800/AT4G21120/AT1G79900/AT3G01760/AT5G09470/AT5G40780/AT2G47800/AT4G01430/AT1G77380/AT2G34960/AT3G20510/AT1G31820/AT5G27830/AT2G22500/AT1G44800/AT3G56200/AT5G01340/AT5G47560/AT3G57280/AT4G22840,21
GO:0046943,MF,GO:0046943,carboxylic acid transmembrane transporter activity,21/1956,127/26733,0.165354330708661,2.25992705666393,3.99883293673559,0.000353667135273418,0.0035466555761482,0.00236789383007945,AT4G35180/AT1G61800/AT4G21120/AT1G79900/AT3G01760/AT5G09470/AT5G40780/AT2G47800/AT4G01430/AT1G77380/AT2G34960/AT3G20510/AT1G31820/AT5G27830/AT2G22500/AT1G44800/AT3G56200/AT5G01340/AT5G47560/AT3G57280/AT4G22840,21
GO:0016667,MF,GO:0016667,oxidoreductase activity, acting on a sulfur group of donors,16/1956,86/26733,0.186046511627907,2.54273077471822,4.02615971167827,0.000455403413485169,0.00423037743523485,0.00282437479837804,AT4G21840/AT4G21830/AT4G21850/AT1G45145/AT1G72280/AT1G76760/AT1G04980/AT4G31240/AT5G39950/AT4G04800/AT5G61640/AT2G17420/AT3G17240/AT3G24170/AT1G60420/AT1G75270,16
GO:0008483,MF,GO:0008483,transaminase activity,13/1956,62/26733,0.209677419354839,2.86569859489412,4.13231548369696,0.000463857744752899,0.00423037743523485,0.00282437479837804,AT2G13810/AT2G24850/AT1G01480/AT4G26200/AT3G08860/AT1G10070/AT5G53970/AT5G11520/AT5G46180/AT3G24090/AT1G34060/AT5G19550/AT1G72330,13
GO:0031406,MF,GO:0031406,carboxylic acid binding,19/1956,112/26733,0.169642857142857,2.31853911042945,3.92885169933509,0.000476570297487876,0.00423037743523485,0.00282437479837804,AT1G73000/AT4G02520/AT5G55460/AT2G26310/AT1G12420/AT3G63010/AT2G40330/AT2G17720/AT2G31570/AT5G45110/AT5G27830/AT3G63310/AT4G16760/AT4G22780/AT3G06300/AT5G65110/AT4G19660/AT5G13370/AT3G04120,19
GO:0043177,MF,GO:0043177,organic acid binding,19/1956,112/26733,0.169642857142857,2.31853911042945,3.92885169933509,0.000476570297487876,0.00423037743523485,0.00282437479837804,AT1G73000/AT4G02520/AT5G55460/AT2G26310/AT1G12420/AT3G63010/AT2G40330/AT2G17720/AT2G31570/AT5G45110/AT5G27830/AT3G63310/AT4G16760/AT4G22780/AT3G06300/AT5G65110/AT4G19660/AT5G13370/AT3G04120,19
