"UMVsIM_log2FoldChange" "UMVsIM_padj"
"AT2G18990" -0.938355337711702 2.51413024453922e-06
"AT2G19090" -0.643018589101904 0.0153231007899153
"AT2G19160" 0.9387649230881 1.64969169261772e-08
"AT2G19170" -1.78613375302783 7.50613491619875e-10
"AT2G19180" 0.330041024603778 0.00916700551358134
"AT2G19270" 0.48240676716435 0.0041394643611675
"AT2G19280" -0.515767571419928 0.0399151290611884
"AT2G19350" 0.650868721649439 0.038883512617592
"AT2G19400" -1.4351280497746 6.33220815877977e-07
"AT2G19460" -0.696187348853892 0.00478934213946123
"AT2G19530" -0.946041831750874 0.0270554785084018
"AT2G19560" 0.52919866806608 0.0031332547144447
"AT2G19600" -0.801500562467813 2.47506290941581e-05
"AT2G19660" -2.096123944946 0.00599793516366278
"AT2G19670" -1.22251235877845 0.00891211781958691
"AT2G19720" -1.20674399352004 0.000137095259333973
"AT2G19780" -1.01473176069972 0.0032240760827509
"AT2G19860" -1.40355237935873 1.31918947839827e-07
"AT2G19910" -1.35805078184344 0.00103115461364408
"AT2G19930" -1.1094410352545 0.00062562694110939
"AT2G19940" -1.27726403926978 3.0114622035109e-17
"AT2G20000" -0.31397729248622 0.0192197431745925
"AT2G20050" -0.677987438160524 9.67280425034456e-05
"AT2G20060" -0.650333141085952 0.0437192583708856
"AT2G20110" 0.994859145785318 0.0011806471602944
"AT2G20130" 0.426272226780729 0.0206181718697124
"AT2G20180" -0.847608437130287 0.00794478434786475
"AT2G20190" -0.526503668884478 0.00225024484367645
"AT2G20210" -1.43758139650394 8.31944972101435e-06
"AT2G20230" -0.687115843222875 0.00617386948849591
"AT2G20240" -1.44631447386377 2.81658530417569e-10
"AT2G20250" -1.27973143203367 1.49970561753419e-05
"AT2G20260" -1.37850560799944 1.53260515980294e-27
"AT2G20270" -0.855532898537102 0.000105731838684086
"AT2G20290" -1.64842145819771 7.82143152539447e-06
"AT2G20300" -0.802459985267103 9.77301018313125e-05
"AT2G20310" 0.401819174650449 0.013078230851026
"AT2G20340" -0.763451050303632 0.0169802895573482
"AT2G20370" 0.436939956304854 0.0151469825686872
"AT2G20410" 0.736451116452549 0.000550701098651145
"AT2G20420" 0.878803186928694 1.24160704149254e-08
"AT2G20495" -0.438337546468985 0.00343878170467523
"AT2G20540" -1.18414493337043 0.00809805898755677
"AT2G20585" -0.760759165305986 0.0379273702969132
"AT2G20590" -1.0213597123987 0.0138539511051854
"AT2G20635" -1.18464712104388 0.000184388555592699
"AT2G20680" -1.76920901310351 1.87331827576856e-10
"AT2G20690" -0.649466166601787 0.00426192786872745
"AT2G20700" -2.423994138301 0.00461118040009555
"AT2G20724" -0.903845659975206 0.0128719762190595
"AT2G20760" 0.74829463257982 1.53154815372841e-05
"AT2G20780" 0.690404702228091 0.00227688875613109
"AT2G20820" 0.560009101920661 1.14746423808728e-05
"AT2G20835" -1.83796118605005 0.00384782895095528
"AT2G20850" -0.4344873343069 0.0473700818031322
"AT2G20890" -1.36749478511207 1.93100551655707e-18
"AT2G20900" 0.49929699637414 0.0114146479471202
"AT2G20960" 0.888789063329251 1.0732150641265e-05
"AT2G20980" -1.68878695326655 4.28876007411312e-05
"AT2G20990" -0.786386140113067 3.75510117380532e-11
"AT2G21050" -1.16048961184526 9.50457329190568e-06
"AT2G21070" -1.07270156771853 4.24114322362699e-06
"AT2G21080" -1.40747175812883 1.73425679471736e-07
"AT2G21090" -0.60338882301766 0.0257916625256018
"AT2G21120" 0.495688834876036 0.0173319577070802
"AT2G21130" -2.20624573946992 0.0254451476902691
"AT2G21140" -0.779106702737509 0.00308793582609078
"AT2G21160" 0.497352601529401 0.00282790002160785
"AT2G21170" -1.1315451194508 1.21437382249587e-10
"AT2G21180" 0.970335185059014 0.00254601122602601
"AT2G21190" 0.883294235572634 9.04192425550103e-05
"AT2G21195" -0.509639283527615 0.00625041597173575
"AT2G21200" -1.21241665442757 0.00816896465987214
"AT2G21210" -1.77431661917571 0.00351236179756887
"AT2G21250" -0.795521432584211 0.00104425053215168
"AT2G21270" 0.684846198822534 4.89122153983797e-05
"AT2G21280" -1.08398356142789 3.78577284781692e-07
"AT2G21300" -0.55223136667604 0.0186252741217452
"AT2G21340" -1.04338984585721 1.51380488330609e-07
"AT2G21370" -1.48856327922185 2.37025538545416e-07
"AT2G21380" -1.10403723696358 2.32925160379048e-07
"AT2G21385" -1.59522714215652 8.45611660398544e-11
"AT2G21410" -0.463256197100192 0.000248516403214031
"AT2G21470" 0.77281923073679 1.12270308199802e-11
"AT2G21520" 0.617758914185365 0.00089106689666446
"AT2G21530" -1.17156063250828 8.40133413663289e-07
"AT2G21540" -2.02210633431517 5.02031622580985e-10
"AT2G21590" -1.18192036915779 0.000302460650356637
"AT2G21620" 0.997029894686647 0.0113414575703161
"AT2G21630" -0.711216293706845 0.00535984510905422
"AT2G21640" -0.641869067802305 0.0316659104952272
"AT2G21650" -1.19584709687152 0.00426067088819749
"AT2G21660" -3.24357071867767 0.0133152250676718
"AT2G21710" -1.93815750206394 3.22297854052808e-07
"AT2G21790" -1.10671348841772 0.00123569178991138
"AT2G21830" -1.5078146624855 0.00040274549599465
"AT2G21860" -0.839217739660022 0.0127973275853759
"AT2G21880" -1.53755170402203 5.16017507655997e-07
"AT2G21960" -1.11654158634559 3.57742167353157e-13
"AT2G21970" 0.814685217359491 0.00175385030405096
"AT2G21990" -2.29213856256417 0.0377934802381157
"AT2G22010" 0.452223939216766 0.00908524871079039
"AT2G22090" 0.620253767857213 0.00842988145617746
"AT2G22100" 0.38561464594927 0.0420773972026743
"AT2G22120" 0.367585138760367 0.00768739738724749
"AT2G22122" -1.74831794755332 0.000774232115087177
"AT2G22125" -0.815134806942296 0.0024019332977187
"AT2G22140" -1.24431526321966 0.0109056516453093
"AT2G22170" -1.96425768218505 4.63760094536164e-15
"AT2G22190" -1.61289096504348 0.000590790922490663
"AT2G22200" -2.29415139649825 8.81680334979017e-07
"AT2G22230" -1.67333051987779 3.32445101680082e-15
"AT2G22260" -0.699494372450245 0.0258502393420751
"AT2G22270" -0.725732071948772 1.8781302572871e-05
"AT2G22300" 0.531821347111846 0.0283176978743407
"AT2G22310" 0.61385041470189 6.58651605162554e-05
"AT2G22330" -0.843678201535483 0.0445536667337593
"AT2G22400" -0.798881811191353 6.60836625657597e-05
"AT2G22410" -0.931309486663613 0.0230390816589781
"AT2G22425" 0.770261767239185 1.07478368735277e-06
"AT2G22450" -1.61244610835733 0.00785882001338095
"AT2G22475" 0.896487326211493 2.62421108153175e-06
"AT2G22480" 0.824257239750783 0.000258242304864685
"AT2G22490" 0.496110872208364 0.013190267382066
"AT2G22540" -0.512247386391805 6.22950013705691e-05
"AT2G22610" -1.13525433293534 0.000319085738358389
"AT2G22650" -0.981386615027569 0.000175629575240967
"AT2G22670" -1.03699951209229 6.35148514531554e-10
"AT2G22690" 0.600556997636766 0.0179252787762939
"AT2G22730" -1.49231739131601 3.51514686093e-06
"AT2G22740" -0.463056205493891 0.0129714085077325
"AT2G22780" 0.697708411592111 5.91622935585433e-05
"AT2G22795" -1.14565793775921 7.96082779889662e-07
"AT2G22810" -3.52087049001373 2.72068586152096e-07
"AT2G22821" -2.47457643090135 0.00113239535240791
"AT2G22830" -1.43295450684398 2.95003967583291e-05
"AT2G22840" -0.961953961356007 0.000660695311449526
"AT2G22890" -1.35494980560089 1.5721419777992e-06
"AT2G22900" -1.0361976520676 0.000829252479088081
"AT2G22920" -1.71363034532075 8.57509418084093e-06
"AT2G22930" -1.89099891857014 0.00932854175336008
"AT2G22970" -0.708205417488825 6.2779631980945e-05
"AT2G22980" -2.47656441516151 3.48442556078637e-10
"AT2G22990" -0.905920497662006 0.00448374793436066
"AT2G23000" -1.64283668743754 0.0285624098474482
"AT2G23010" -2.75525347805149 4.76401930121058e-09
"AT2G23070" -0.219617737348414 0.039033739423822
"AT2G23090" 0.552871471135107 0.00110972327488455
"AT2G23200" 0.723544601931438 0.0113090555528691
"AT2G23310" 0.522785699359019 0.000755949263862594
"AT2G23360" -0.821108426701066 0.000235860781534245
"AT2G23370" 0.41665773310774 0.0183672426899741
"AT2G23380" -0.471708968272345 0.0108006665995943
"AT2G23390" -0.604502821451914 0.00180433174746824
"AT2G23420" 0.870100984513252 0.000401421215132315
"AT2G23430" 0.331252668444439 0.0479726432259534
"AT2G23520" -0.425365962116533 0.00655986292048978
"AT2G23550" -1.44795750463711 0.0122843487770527
"AT2G23560" -2.09894118591014 1.27084371380051e-07
"AT2G23610" -1.07296215002864 2.19794183423887e-05
"AT2G23673" -2.20072933521238 0.0338843966003485
"AT2G23700" -0.72553903150042 0.00815039902711185
"AT2G23760" -0.6267461280979 0.0102825978347749
"AT2G23790" 0.989541692189909 0.0075991252544858
"AT2G23820" -0.391153848574859 0.028406023883523
"AT2G23840" 0.526329243606144 0.000963860134637881
"AT2G23910" -4.33926330919531 0.00369344270359105
"AT2G23950" -0.693648837237357 0.0153941978287593
"AT2G24010" -1.8339493303883 0.00169776375761942
"AT2G24020" -1.20179007899954 2.09938075534987e-22
"AT2G24050" -0.417315453386245 0.00724111150098023
"AT2G24060" -1.54112962504685 2.60197002164535e-10
"AT2G24090" -1.53521046667753 1.03634143651747e-16
"AT2G24100" 0.802897148029209 0.0361174198109544
"AT2G24120" -1.14285944831824 0.0162647349213621
"AT2G24150" -0.730348776854608 0.0113066562822722
"AT2G24190" -1.10003858535456 0.000905772609411295
"AT2G24200" 0.754549865566337 3.13325810921108e-09
"AT2G24220" -0.61950514692712 0.036313529918774
"AT2G24230" -1.41038144618394 2.85587816602388e-07
"AT2G24290" -0.886456977938566 0.000290136940317757
"AT2G24350" -1.40717371300542 2.3623103756772e-08
"AT2G24390" 0.896713031145762 0.000126978576853791
"AT2G24395" -1.10123868692069 8.86228811632298e-10
"AT2G24420" -0.388022382544569 0.00982918978605411
"AT2G24440" -0.97046287671104 0.000834840706337975
"AT2G24490" -0.742404284750808 0.0387920832767128
"AT2G24630" -1.12565910489238 1.73606848791542e-06
"AT2G24640" 0.690126741238708 2.96848432904918e-08
"AT2G24650" -0.636527253431637 0.00691915204251954
"AT2G24690" -0.519431475701544 0.0238033089405854
"AT2G24692" -2.39005604687253 0.000394187729272651
"AT2G24762" -0.952708261927647 0.0141202803898784
"AT2G24970" -1.26770527682275 0.00222023371432066
"AT2G25050" -1.10752626125197 1.42976323793893e-05
"AT2G25060" -1.02455566719631 0.000249295483945969
"AT2G25080" -1.10735538066619 2.6200107544787e-06
"AT2G25140" 0.731256640348518 3.01562707094432e-06
"AT2G25150" -1.64355428043633 0.0444203509412039
"AT2G25170" -0.325757534674752 0.0206635579056337
"AT2G25180" -0.568484855285016 0.0146056213378099
"AT2G25190" 0.572551262968822 1.28118141182206e-05
"AT2G25220" -0.556593226274259 0.0493022838586017
"AT2G25270" -1.48651841009969 1.38839814442191e-08
"AT2G25290" -0.5671645312227 0.0276422207224802
"AT2G25450" 0.52217146053529 0.04542587766494
"AT2G25480" -1.1531776605032 1.56746451101272e-05
"AT2G25570" -0.632296815076993 0.00313912770194545
"AT2G25605" -0.382517836507156 0.00944917440055856
"AT2G25640" -0.874145031868432 0.00269020332421309
"AT2G25660" -0.403006511680117 0.0225704451089834
"AT2G25710" -0.426949241184462 0.00541547832757269
"AT2G25730" -1.08758654396595 0.0096566352831181
"AT2G25790" -1.14810895719647 0.00745374736935751
"AT2G25800" -0.775576777790291 0.000283433733607525
"AT2G25830" -1.06607452812207 6.23599840795377e-05
"AT2G25840" -1.45242802566483 6.46941568407377e-08
"AT2G25870" -0.696991862007094 0.000575371143135131
"AT2G25880" -0.786485178407222 0.0199848915825108
"AT2G25900" -0.81173361238523 0.0319020563399161
"AT2G25910" 0.807538500438513 9.71248211421437e-06
"AT2G25930" -1.33220151005719 0.0094251018297637
"AT2G25950" -1.29126086867508 4.29734055159595e-05
"AT2G25964" -0.82296053230333 0.0447892063416119
"AT2G26000" 0.311698353866988 0.0462241439712914
"AT2G26070" -0.668592791793748 0.00162605900947411
"AT2G26110" -0.776035208428673 0.00891211781958691
"AT2G26140" 0.327138273055726 0.00360729504176212
"AT2G26200" -0.80989752505365 0.00534551492799682
"AT2G26210" 0.663542308641002 0.00284329974043043
"AT2G26220" -1.59673374889177 0.0219535852986295
"AT2G08145" 0.797239412284152 0.0347946543817361
"AT2G26230" 0.90879092517339 2.40965352424783e-06
"AT2G26240" 0.895005333362851 1.23664669148248e-06
"AT2G26250" -0.90377434443899 0.000956582441195473
"AT2G26260" -0.40980058579999 0.0498750303975122
"AT2G26270" -1.40224059882231 4.53059218407463e-07
"AT2G26300" 0.712018784401538 0.00157447116727129
"AT2G26330" -1.32562838689217 7.78812422979486e-15
"AT2G26340" -0.924660666644285 2.44567425363773e-13
"AT2G26360" -0.781210212935798 0.00702917673233869
"AT2G26460" 0.279937575778119 0.0202985975412753
"AT2G26500" -1.0071813380309 9.33909186096538e-06
"AT2G26510" 0.451633101342489 0.0215366601366977
"AT2G26515" -2.35310304387203 0.00452658877805951
"AT2G26520" -2.04133355376682 2.09886976644922e-05
"AT2G26540" -1.59264397516174 1.55484857563681e-24
"AT2G26550" -1.13791349613905 3.12046549272603e-19
"AT2G26580" -1.33535703356365 2.48867797630008e-10
"AT2G26590" 0.641299507645178 5.65039306196847e-07
"AT2G26640" -1.36229302323512 7.80894691479445e-10
"AT2G26650" 0.977363671818929 0.000408192813631413
"AT2G26660" 0.570141372991069 0.00142952427592512
"AT2G26680" -0.409350620954664 0.0137628485067668
"AT2G26695" -2.59065247023931 3.21766676493219e-05
"AT2G26710" -1.60187863087554 1.04278196693673e-05
"AT2G26730" -0.958597342385538 7.80279514950498e-08
"AT2G26760" -1.31768204699667 1.86690768697786e-05
"AT2G26800" 0.749700479527413 0.0041998357990189
"AT2G26840" -1.04382440339267 0.000676258186354838
"AT2G26860" -0.507360170933169 0.0137796126096591
"AT2G26870" -1.28792100799037 4.83093517042758e-06
"AT2G26900" -1.35749032066976 8.54098972115082e-05
"AT2G26910" -1.35161991755386 2.44656826132304e-05
"AT2G26920" 0.793289006625772 3.42826047681637e-12
"AT2G26930" -1.14794405302827 1.15654549978233e-12
"AT2G27040" -1.21815319898519 4.41485596697067e-07
"AT2G27050" -0.720061835702639 9.76856349224242e-06
"AT2G27060" -1.44980757803394 4.80266540503166e-08
"AT2G27090" 0.616380597600173 0.00102038019419591
"AT2G27100" 0.335791298960396 0.00275157809586841
"AT2G27130" -1.44093121041414 7.9777639036425e-06
"AT2G27200" 0.780669358399375 0.0472119751074028
"AT2G27230" -0.477297189609746 0.00256125360428623
"AT2G27260" 0.767584260525766 0.0118473341358232
"AT2G27285" 0.43121174672585 0.00433299970145486
"AT2G27290" -0.939375443403151 1.35335641017653e-09
"AT2G27350" 0.447988295397128 5.74751914123375e-05
"AT2G27360" 0.702985666740976 0.00342252136878847
"AT2G27385" -2.09124644995313 4.22297340339125e-20
"AT2G27402" -2.44303940285675 0.000101443945767015
"AT2G27470" -0.536333299062715 0.0258043564877402
"AT2G27490" 0.602657114740945 0.00316951137784132
"AT2G27510" 0.481618136057126 0.0276422207224802
"AT2G27590" 0.539371847953821 0.0115354549958914
"AT2G27600" 0.590410593304373 4.30125875778981e-07
"AT2G27680" -1.34324776292776 8.84881296458907e-16
"AT2G27740" -1.0019719372413 0.0367569045623501
"AT2G27760" -0.441807831297596 0.0203911953872199
"AT2G27770" -1.04366644675577 1.5721419777992e-06
"AT2G27800" -0.478814517232309 0.0477014690047556
"AT2G27810" -1.18585531404914 6.88612634263421e-05
"AT2G27820" -0.534319979267143 0.0310914852174165
"AT2G27860" -0.640506809933076 0.000187972106441948
"AT2G27930" -1.6635942804706 0.0046602069777477
"AT2G27950" 0.459811072991239 0.045946275421637
"AT2G27960" -0.510864008538228 0.00144864970398651
"AT2G27970" -0.732231539531901 0.0289106605043121
"AT2G28000" -1.6900132666311 6.83108066221042e-05
"AT2G28050" -1.92052020230516 2.22391063379622e-07
"AT2G28070" -0.692991098980653 0.000526949804618092
"AT2G28100" -0.50328520360187 0.00475697299528043
"AT2G28105" -1.29286531318989 0.00127579058237961
"AT2G28150" -1.40722650099026 1.18931804924708e-08
"AT2G28190" -0.601196546649428 0.0462999897378597
"AT2G28240" 0.759579950476913 0.000867028826755221
"AT2G28250" -0.607273062740224 0.0298037757836977
"AT2G28260" -1.02402320279099 0.000204747523427124
"AT2G28305" 0.724506231593389 0.0271447027884831
"AT2G28310" -0.8326540837531 3.21895549966718e-07
"AT2G28350" 0.746463911895498 0.00681020708152628
"AT2G28370" 0.455258457914385 0.00982120163367383
"AT2G28380" -0.341146367158229 0.0276101990355302
"AT2G28410" -0.958762245490902 0.000253615811305582
"AT2G28450" -0.780497194779034 0.0144635961072593
"AT2G28470" -1.17779613348153 0.00512764293516824
"AT2G28550" -0.898474757383633 0.00118462760848194
"AT2G28560" -1.78779888596549 4.8332040157498e-05
"AT2G28600" -0.419768644303872 0.0296343469118895
"AT2G28605" -1.79180537154614 7.16328676947452e-11
"AT2G28620" -1.02650338410957 0.00134992867556427
"AT2G28660" -1.47737105228754 0.00356639181474397
"AT2G28740" -0.955475370672637 0.000347114796167757
"AT2G28800" -0.989602496677432 1.37209747780983e-17
"AT2G28810" -1.03154882906023 4.81296265055792e-07
"AT2G28870" -1.41533054698737 4.22636158470265e-05
"AT2G28880" -0.655487927563364 0.0120906325457229
"AT2G28900" -3.16906674841538 1.2290021542221e-07
"AT2G28950" -0.640119608979437 0.00286203466609121
"AT2G29020" 0.613782044516315 0.00527291380584707
"AT2G29050" -0.952139716843897 2.56919596481477e-05
"AT2G29125" -0.99126087636406 0.0132215655903242
"AT2G29160" -1.55949268862473 0.0377367514938793
"AT2G29170" -1.40423203463278 0.0375283892264797
"AT2G29180" -1.47018395725348 9.31104345110184e-08
"AT2G29260" -1.94164446732411 0.00128132484393612
"AT2G29290" -2.42947636805912 9.38670083374117e-09
"AT2G29300" -2.46001148506248 8.45647635841263e-05
"AT2G29310" -2.494607655755 9.40512311498611e-07
"AT2G29340" 0.827198382503017 0.0151397126528247
"AT2G29360" -0.574773498452968 0.00193312979681113
"AT2G29500" -0.707630357661497 0.0181736648947916
"AT2G29510" -0.688358958964662 0.00218106279310225
"AT2G29550" -1.36361370477015 1.5047525977705e-12
"AT2G29570" -0.897032803275557 0.00380894840594091
"AT2G29590" 0.524865002896553 0.000720965389267296
"AT2G29630" -1.97647416396342 3.9825821581397e-07
"AT2G29650" -0.578070466311125 0.0153915835762152
"AT2G29660" -0.872336136362029 0.00909535554836188
"AT2G29680" -1.91540754237282 4.41060303986356e-09
"AT2G29690" -1.09945515087269 1.67121215344532e-05
"AT2G29710" -1.24217178216556 0.0346816630281947
"AT2G29730" -0.895018870330893 0.000223308040263992
"AT2G29760" -1.06908533045495 0.00522820252648124
"AT2G29890" -1.20741568716848 0.000132930846455642
"AT2G29910" 0.596049297214659 0.00107303188907053
"AT2G29970" -0.55638723338604 0.0102426320836713
"AT2G29980" -0.803642182675773 0.000722579527389468
"AT2G30010" -1.20688605664955 1.50096749808121e-15
"AT2G30070" -0.550452932000246 0.0284515808505037
"AT2G30110" 0.299851050826042 0.0261480946793685
"AT2G30150" -0.665728074051602 0.0479593027850911
"AT2G30170" -1.10236094540977 1.00494024895139e-13
"AT2G30200" -1.19955196277094 2.20705044760637e-10
"AT2G30270" 0.701281222554258 1.20789696665656e-08
"AT2G30320" -1.05181836882281 0.000625210478994662
"AT2G30350" -0.465208891097953 0.00076638878674907
"AT2G30390" -1.10225877012262 6.00780936008717e-05
"AT2G30410" -0.578381492037814 6.98830638716138e-06
"AT2G30420" -1.7608529853656 1.38543178606053e-06
"AT2G30432" -2.65360947478341 0.00025151190850049
"AT2G30440" 0.917894949411053 1.05022660888489e-05
"AT2G30500" 0.619690255176852 0.0344160793773095
"AT2G30530" 0.670933729479057 4.14228857209588e-05
"AT2G30570" -1.31915605331443 3.45639905927445e-25
"AT2G30575" -0.896827243680538 0.000216391304812502
"AT2G30590" 0.665731924530233 0.00855579180797715
"AT2G30695" -1.6864151561556 7.2974178401086e-16
"AT2G30720" 0.823446030323441 0.00116658355741261
"AT2G30760" 0.943736249117349 0.0344726395561017
"AT2G30790" -1.03513738048137 0.0414238751682674
"AT2G30820" -0.868142726093938 0.0454112235931455
"AT2G30880" 0.428539612598321 0.000456752089233855
"AT2G30920" -0.434608087620915 0.0251877095501507
"AT2G30950" -0.885743949943397 3.9699943065889e-14
"AT2G31010" -1.47859876227841 0.0150451864747776
"AT2G31040" -1.94442734454379 2.9240433333738e-12
"AT2G31060" 0.727740093986091 0.0366628987497208
"AT2G31130" 0.833063693722127 4.29734055159595e-05
"AT2G31150" -1.23490138005275 3.10388759654996e-05
"AT2G31170" -1.59773137350556 1.71860771274339e-05
"AT2G31190" -0.952018016144415 5.47334761984071e-06
"AT2G31200" 0.998128873028578 4.45046573367239e-06
"AT2G31260" 0.876715203608029 1.32522835680816e-07
"AT2G31290" -0.556397609783139 0.0210252256671224
"AT2G31320" -0.796258753477698 0.000389071192627541
"AT2G31340" -0.75148699211953 0.0421307962207638
"AT2G31360" -1.49357746243771 0.00970956742107781
"AT2G31530" -0.542306292663987 0.000768774452670995
"AT2G31580" -0.360419395249844 0.0318585222688796
"AT2G31585" 0.753214420735567 0.0455053594564727
"AT2G31740" 0.904187399712408 2.64667431166889e-07
"AT2G31790" -1.53987730108576 0.000133664051440978
"AT2G31830" -1.25876224483378 0.0431342988122556
"AT2G31840" -1.5315169986367 0.000382198092371475
"AT2G31870" 0.781740226327567 0.000569110014585245
"AT2G31890" -1.75121812484071 1.45661203974148e-05
"AT2G32000" -0.486347245807338 0.0052155294658062
"AT2G32010" -1.22935055943073 0.00521711276962046
"AT2G32040" -0.27608671042389 0.0298539998605984
"AT2G32070" 0.305034780558737 0.00927320353143245
"AT2G32080" 0.52058295826269 2.95411029027838e-05
"AT2G32090" -0.619206810370872 0.0108489427704243
"AT2G32100" -1.60555248410069 0.000412486208112687
"AT2G32120" -1.58602245636746 2.61619200080946e-05
"AT2G32170" -0.41212195909119 0.000790047548967911
"AT2G32179" -1.89742973946559 0.0112595245155056
"AT2G32230" -1.54944597771214 1.7553839712281e-07
"AT2G32235" -0.859614886799189 0.0101541375743402
"AT2G32240" 0.871473473660245 0.00175174058718248
"AT2G32250" 0.957854652566181 3.07557052552958e-10
"AT2G32260" 0.435224396036947 0.00419647490603479
"AT2G32280" -2.0195829794762 0.00634911173543636
"AT2G32290" -0.977467113694493 0.0398554557520011
"AT2G32390" -0.968464896041264 0.00854895655074278
"AT2G32415" -0.722711788124642 0.000244523473568613
"AT2G32440" -0.895429321642487 2.96318811111677e-05
"AT2G32450" -0.5984245316716 0.00731146108140486
"AT2G32480" -0.73430914476307 2.75760251073104e-05
"AT2G32500" -2.02736600174943 1.89217530462259e-09
"AT2G32520" 0.419377460235907 0.0206819611497058
"AT2G32560" -1.51241364422085 2.89649997986456e-06
"AT2G32580" -0.418386546005467 0.0124324501672712
"AT2G32590" -0.796770230082194 0.0108994219747634
"AT2G32600" 0.376115631261267 0.00209879007747934
"AT2G32630" -1.84144554803821 5.89185489259953e-05
"AT2G32640" -1.88854763311367 2.65712949867481e-10
"AT2G32650" -1.07166468828193 0.00245651028295646
"AT2G32720" -0.330951864231275 0.0130670815422569
"AT2G32730" -0.273612434202515 0.0208526946597334
"AT2G32770" -1.23080456910521 0.00464718721244662
"AT2G32850" 0.336352428089978 0.00957028715825659
"AT2G32860" -0.447155386987371 0.0258584212786152
"AT2G32870" -0.689821172881913 0.0262767200187506
"AT2G32880" -1.21632833934701 0.000120514684632831
"AT2G32920" 0.783052876690166 0.000742455684064769
"AT2G32940" -1.02092173580683 0.0111449448637609
"AT2G32970" -0.833055059374933 3.04424883183161e-07
"AT2G32990" -1.30733918808955 0.0494998316305652
"AT2G33170" 0.906471852086485 0.0035304038302924
"AT2G33180" -1.04873980867407 3.43711543736166e-05
"AT2G33240" -1.53763197831934 0.0258803539280472
"AT2G33255" -0.821479628866257 0.000106242511871048
"AT2G33290" -0.38164157976668 0.0246621352761576
"AT2G33330" -1.92213166417393 1.76848186193747e-21
"AT2G33370" -0.455848148170544 0.0423586086456508
"AT2G33400" -0.766810417506341 0.0149330354972624
"AT2G33410" 0.547613054678972 9.62551875260108e-09
"AT2G33450" -1.65430246008925 9.47267711847362e-24
"AT2G33470" 0.737991073365994 2.52659173224956e-09
"AT2G33500" -0.854931379745733 0.000204812802914724
"AT2G33560" -1.1494253925258 0.00634911173543636
"AT2G33680" -1.15029362822506 0.00590809162439859
"AT2G33700" 0.778157388349983 0.000241082780954157
"AT2G33730" 0.732258752507386 2.81358699833318e-08
"AT2G33735" -0.943453563275319 2.19144346296169e-05
"AT2G33750" -1.49453513463294 0.000564264463300015
"AT2G08600" -1.96820216350616 0.040845242613761
"AT2G33793" -1.16070357006792 0.00739057506423251
"AT2G33800" -1.53984220151248 8.4745818738943e-27
"AT2G33820" -1.02550334545172 2.73396646050767e-06
"AT2G33845" 0.81721681807002 0.00141251722395785
"AT2G33855" -1.03523957496827 0.000408067603567847
"AT2G33860" -1.39351256074274 1.97552334305378e-11
"AT2G33980" -0.802231334961923 0.000661862298395902
"AT2G33990" -0.693720185315604 0.0180061595202896
"AT2G34010" -1.0183569369353 0.00554343974165946
"AT2G34060" -1.82742218026126 5.62044045301796e-09
"AT2G34090" -1.19609955103668 0.00334575026663912
"AT2G34170" -1.86710934702025 2.20264842071977e-11
"AT2G34200" -0.675831699418361 0.0294378560158741
"AT2G34240" -2.71292156073042 0.000318507817479973
"AT2G34250" 0.778400757925627 1.20803437614441e-05
"AT2G34300" -0.867574302973277 1.85610647424832e-05
"AT2G34400" -1.1106447196419 0.0201519818846521
"AT2G34430" -1.9964114916701 1.0738742566402e-09
"AT2G34470" 0.470685282694612 0.0419603635036356
"AT2G34490" -0.776015034792428 0.0354561712187765
"AT2G34510" -1.45268714503636 0.0023109762597008
"AT2G34520" 0.315856341266321 0.0181897560627816
"AT2G34540" -1.54423818573237 0.035712494952484
"AT2G34560" -1.21633000567389 7.84046207272524e-06
"AT2G34585" 0.460635731660664 0.0089380264426469
"AT2G34590" -1.17486088409124 3.83288672369212e-08
"AT2G34620" -1.45585333722927 4.22636158470265e-05
"AT2G34630" 0.782787025475811 1.90863250166504e-06
"AT2G34640" -1.76776211560176 2.97754482342006e-06
"AT2G34670" -1.07233619575021 0.000138271325476106
"AT2G34680" -1.61498806237646 7.44066607142709e-08
"AT2G34710" -0.773008767172142 0.000203123107829167
"AT2G34720" 0.638514621698726 0.0105784479320855
"AT2G34780" -0.672475671207194 0.0113228415214464
"AT2G34840" 0.503707845166258 0.0325931762490113
"AT2G34860" -1.21481561345524 7.27849681294454e-08
"AT2G34925" -1.22868131159969 0.00124661088411504
"AT2G35040" -0.780322564596089 3.05870152865766e-06
"AT2G35060" 0.651682757696746 0.0310914852174165
"AT2G35075" -2.60708624108377 2.96129950998523e-05
"AT2G35130" -1.77758225100712 5.86930365831366e-06
"AT2G35155" -0.940889718090591 1.05907495686511e-07
"AT2G35160" -0.722964977569904 0.0495767034302035
"AT2G35190" -1.08316439108264 0.00101191229499263
"AT2G35260" -0.911508158112493 9.6055749039996e-06
"AT2G35345" -1.94936149573774 0.00617880986845
"AT2G35350" -0.920072854817198 0.00235212609210375
"AT2G35370" -1.65313895342135 1.16924654480485e-08
"AT2G35410" -1.09599861533015 4.72866306238867e-12
"AT2G35450" -1.54561241198777 3.69313656345445e-17
"AT2G35490" -0.431377748174617 9.50260568279735e-05
"AT2G35500" -1.70929793374318 5.99549139102429e-13
"AT2G35510" 0.45025953858 2.51250802030013e-05
"AT2G35530" 0.305491512790635 0.013544010712976
